Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,13/11/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Greece,GRC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1265.6,1380,1291,1627.5,1652.6,1823.8,1950.1,1521.6,1717,2113.1,2142.5,2189.9,2201.9,2440.2,2424.5,2608.1,2061.6,2798.1,2635.8,3321.9,3312.5,3455,2929.5,3596.1,3015.6,3602.8,3714.5,3862.7,4022,3035.8,4124,3606.8,3553.2,3886.8,3751,3710.3,3799,3581.1,3648.8,3868.8,3847.6,3747.2,3693.6,4017.4,4049.8,3918.9,3929.9,4515.8,4266.2,4064.9,4344.1,4206.7,4393.3,4286.5,4214.9,4223.5,4317.2,3799.6,4043.5,4197.1,4194.7,4142.6,
Grenada,GRD,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,873,873,873,873,873,871,871,871,883.3,883.3,877.2,865.4,855.6,769,878,911.1,906.3,908.2,907.6,894,1044.4,900,949.3,949.3,951.2,980,1000,1008,1003.9,992.3,1113.2,1021.2,989.7,991.4,983.3,1000,1000,1004.6,1004.3,1002.8,1001.8,997.1,999.6,1000.6,984.4,1000,1000,1005.6,1007.1,1008.4,1009,1028.6,1000,993.3,1002.1,998.3,997.2,996.5,996,995.5,994.8,994.1,
Greenland,GRL,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,822.1,871.5,856.3,912.5,960.5,901.6,875.7,1010.5,1046.9,1175.5,1142.3,1210.9,1631.6,1421.8,1639.8,1330.3,1323.3,1514.3,1760.4,1448.8,1524.1,1707.8,1874.3,1613.1,1659.6,1779.4,1608.8,1885.2,2042,1997.6,1810,1839.6,1813.6,1894.5,1912,1785.7,1491.9,1682.2,1741.2,1776.4,2038.8,2017.2,2053.7,2117.1,2311.9,2514.1,2305.8,2010.6,1983.3,1996.6,2000.4,2036.7,2082.4,2092.4,2115.7,2152.3,2153.3,2153.3,2163.6,2186.4,2194.1,2207.9,
Guam,GUM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,2013.8,2217.1,2017.9,2010.6,2052.9,2030.8,1898.5,1531.3,1688.9,1887.2,1821,1971.2,1821.1,2421.4,2173.2,1760.5,2577.5,2633,2651.9,2953.3,3116.3,3060.8,3221.5,3078.7,3261.5,3247.1,3189.2,3006.5,3320.7,2980.4,3285.6,3438.1,3258.4,3664.2,3899.1,3958.1,3964,4003.3,3791.2,3799.2,3947.9,4084,4155.5,4216.6,3861.4,4523,4222.2,4161.5,4345.5,4165.4,4343.9,4465.4,4936.7,5210.7,5476.9,5395.5,5523.4,5696.2,5831,5633.5,5442.6,5940.7,
High income,HIC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,2125.955839,2303.369526,2383.965231,2323.798673,2517.753563,2556.529111,2640.954336,2700.748872,2818.54689,2719.647116,3090.167673,3137.400706,3109.150594,2889.293405,3055.846782,3073.286149,3182.737125,3495.757313,3529.130822,3295.868393,3506.445531,3638.185764,3227.486732,3826.73964,3922.845967,3912.721729,3889.204499,3525.4617,3897.430088,4089.88366,4050.643745,4206.272574,3850.119064,4414.604585,4037.401344,4396.246406,4429.013196,4602.622338,4634.396504,4624.613378,4578.123913,4536.474717,4448.504776,5266.975281,4893.046202,4833.442521,4895.495364,5102.728902,5279.808806,5216.152846,5277.588984,4858.834539,5582.405138,5851.608468,5675.099692,6153.820517,6079.174277,5881.637547,5929.845832,5926.268829,5978.123011,5874.428631,
"Hong Kong SAR, China",HKG,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,2016.8,1720.1,1840.8,1396.2,2436.2,1756.3,1933.1,1778.7,2365.4,2366.9,2288.8,2056.8,2226.5,1615.9,1792.4,1886.3,1882.7,1881.7,1515.2,2121.2,1500,1538.5,1333.3,2181.8,2500,2200,1250,3000,3000,2000,,,,,,,1922.6,1924.5,1929.2,1923.3,1905.8,1989.9,1989.8,1989.8,1989.9,,1985.4,1975.2,2000.4,2000.4,2000.4,2000.4,2000.4,2030.6,2079.4,2095.7,2101.1,2109,2129.2,2059.9,2069.7,2079.6,
Honduras,HND,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1051.2,1077.6,1102.4,1129.2,1156.9,1211.6,1209.4,1209.3,1209.1,1209.2,1209.5,1210,1140.2,1215.3,1093.4,1000.7,924.8,952.2,1000.2,1131.7,1377,1282.3,1442.3,1343.8,1433,1363,1563.2,1289.4,1424.6,1468.5,1316.9,1328.5,1328.6,1310.8,1540.4,1579,1570,1089.9,1170.2,1368.1,1447.1,1341.8,1533.4,1388.1,1506.5,1522.3,1682.7,1680.5,1727.2,1660.3,1711.5,1646.9,1667.9,1854.7,1821.3,1890.9,1865.7,1847,1856.1,1866.6,1870.7,1875.6,
Heavily indebted poor countries (HIPC),HPC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,799.3713245,797.8144216,793.6373129,817.0837914,797.7181519,801.1809955,849.0957815,821.9362946,857.0060477,819.8617591,832.137895,820.7407615,844.4670255,869.7546848,912.5508634,928.8280788,889.3998349,907.7629894,919.2275136,930.883344,949.0975465,907.5389166,920.099742,875.0205082,917.7447974,918.0632761,920.4079294,955.6385794,933.2234543,904.8091866,942.8217027,843.955196,943.5578843,829.2553804,912.4533764,989.3775752,912.9297577,961.6105006,1002.123293,958.7797606,1008.127907,1024.314456,1004.95707,1047.449364,1025.879187,1130.582611,1149.509146,1130.660783,1238.985652,1274.256866,1223.92211,1366.962323,1306.049221,1360.717703,1419.330824,1360.013053,1415.726732,1455.446665,1502.343109,1533.445644,1543.14415,1528.730195,
Croatia,HRV,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3972.1,4255.7,4136.9,4365.7,4507.8,5007.9,4669,4604.2,4114.8,4840.3,5316.2,3601,5408.9,5592.8,5420.2,4558.1,6639.1,6109.8,5456,5220,4573.6,5444.9,6027.7,5695,6665.5,5704.8,7055.6,7157.3,6992.4,7012.9,5823.1,
Haiti,HTI,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1031,1043,1055.2,1056.6,1071.7,1075.8,1091.9,1049.7,1112.5,1097.3,1117,1148.7,1066.4,1175.4,1117.7,1238.9,918.8,803.9,964.6,1016.2,1046.7,1039.6,1044.3,1041.1,1009.7,991.2,969.7,957.7,972.3,1026.7,987.7,976.1,949.2,923.9,925.8,974,1004.1,913.6,969.4,931.8,826.5,920.4,920.8,933.8,956.8,962.9,959.8,961.1,994.6,977.4,982.2,1077,1059.9,895,978.1,1012.3,894.6,709.9,1599.3,927.7,1054.8,1055.4,
Hungary,HUN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1857.5,2042.3,2041.6,2111.7,2320.6,2401.7,2491.5,2576.3,2986,2538.2,3132,3339.8,3593.6,3825.8,3902.7,3686.2,4106.5,4460.4,4131.9,4806.1,4619.6,5177.9,4734.3,5401.2,5158.8,4960.8,4980.3,5224.6,5472.8,4520.8,5486.2,3646,3085.3,3968.8,4064.1,3999.6,4785.7,4554.2,4706.2,3632.7,4884.9,3963.2,3038.9,5589.9,5526.6,5097.3,3492,5800.2,4715.2,4719,5105.1,3761.1,4831.5,5897,5243.4,6486.6,5835.5,6286.2,6365.8,6659.1,5920,4032.1,
IBRD only,IBD,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1153.71658,1217.083326,1288.939923,1329.814554,1335.198692,1389.075417,1467.481941,1461.401983,1477.939948,1591.585324,1654.546568,1627.078353,1680.036665,1728.044588,1810.791893,1837.844163,1847.931418,1976.874829,1993.145194,2030.601036,2117.284993,2240.037639,2333.650352,2457.508981,2420.86078,2459.817264,2484.368329,2550.99159,2633.206323,2737.285606,2762.589986,2576.747716,2644.84805,2617.002246,2671.733431,2774.348117,2876.349323,2908.307542,2956.21153,2856.729848,3007.612297,2991.339417,3022.721135,3154.306992,3164.738706,3229.536394,3274.867357,3499.563386,3426.426057,3507.905495,3683.740344,3689.280941,3841.945896,3891.958141,3934.154216,3991.000674,4137.053144,4137.043946,4237.771226,4192.450677,4263.785904,4350.288317,
IDA & IBRD total,IBT,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1120.811109,1169.928428,1232.712334,1266.158519,1263.63587,1302.223318,1378.449208,1380.994957,1389.561688,1479.147734,1531.941168,1516.470423,1557.700533,1612.661834,1690.453952,1706.413568,1720.980507,1830.541604,1849.357656,1893.708583,1979.668536,2068.371266,2148.202087,2228.888526,2196.879461,2223.883584,2236.451874,2289.655564,2345.700209,2426.448326,2436.273574,2335.263635,2402.713475,2343.615605,2402.41761,2494.152832,2556.481406,2587.329536,2643.707482,2580.221008,2698.526455,2683.872217,2685.384427,2821.439579,2801.299715,2878.900534,2924.639507,3083.859621,3066.600229,3098.004325,3234.8801,3262.219778,3355.867441,3397.984609,3470.265751,3468.955748,3604.578097,3600.450248,3700.577076,3672.844404,3724.44546,3783.584242,
IDA total,IDA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,987.4774045,984.2394287,1011.835797,1015.536177,989.5096708,950.2403648,1032.579885,1059.606664,1059.418053,1054.224571,1049.601562,1065.427465,1070.782113,1151.570967,1195.643013,1175.646098,1203.239511,1228.156472,1245.34729,1342.236828,1414.269587,1377.362466,1399.167339,1324.837697,1372.170898,1389.259587,1350.763392,1406.231603,1389.195409,1387.21246,1379.82146,1374.904738,1454.53293,1360.308107,1447.061872,1500.947186,1438.203751,1517.60976,1598.142937,1637.790466,1650.734922,1674.60617,1669.604668,1737.637809,1732.391162,1839.370991,1878.509838,1871.918258,1983.48602,1965.691393,1942.769944,2022.022388,1981.259803,2033.106282,2108.801695,2042.774599,2105.946934,2134.191511,2199.356153,2226.103653,2231.861053,2213.951588,
IDA blend,IDB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,826.179878,841.4943335,839.5915964,817.5028331,802.6353856,759.6184841,851.5337639,917.9289908,891.6864788,962.6117341,974.1132561,1041.88848,968.6077267,1177.121334,1212.029106,1144.035622,1269.669483,1237.06943,1312.344303,1345.938196,1625.948431,1572.534053,1507.280801,1363.960201,1474.897698,1512.331522,1371.801783,1505.681823,1494.815244,1431.910779,1393.756862,1442.539346,1480.240798,1426.622516,1516.010161,1551.002553,1525.035514,1622.650452,1649.559156,1680.933957,1692.471046,1699.203302,1762.648992,1841.835954,1897.65635,1923.994183,1947.998818,1978.442044,2089.776724,2021.862427,2041.909974,2054.597572,2048.278357,2189.510626,2179.180989,2231.076512,2238.544215,2271.751019,2306.270857,2348.762187,2398.135457,2370.943779,
Indonesia,IDN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1541.7,1553.5,1501.9,1512.8,1559.8,1514.3,1549.3,1808.5,1944.1,2000.8,2081.7,2152.4,2127.2,2280.3,2307.3,2472.6,2424.5,2493,2622.4,2865.7,3022.1,3332.1,3320.3,3379.4,3513.3,3476.2,3604.7,3568.3,3778.6,3800.2,3862.1,3817.1,3916.3,3865.5,3842.8,3944.9,4011.4,3816.9,3895.7,4026.4,4044.9,4169.5,4248.1,4274.5,4311.3,4365.8,4413.9,4703,4808.7,4872.4,4891.3,5086.8,5087,5099.1,5313.8,5158.7,5122.3,5244,5196.7,5248.6,5331,5393.5,
IDA only,IDX,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1054.683999,1042.79141,1081.666056,1098.221317,1071.869806,1027.136271,1105.859069,1120.905022,1140.935259,1094.352359,1082.1641,1074.42608,1117.205011,1141.008456,1189.462258,1188.249503,1179.35327,1225.066793,1221.880382,1340.915083,1347.602878,1312.885383,1362.13444,1310.372278,1334.551792,1338.200106,1341.593356,1367.111128,1345.01315,1367.517984,1373.541017,1345.308665,1442.523077,1330.564544,1415.463835,1478.636292,1399.443067,1471.62109,1575.560406,1618.413054,1634.074888,1664.582201,1633.525276,1693.282201,1668.879685,1804.445419,1850.279841,1831.238289,1947.307382,1946.537769,1909.466241,2011.053925,1959.344459,1980.853923,2084.064853,1978.914308,2059.435365,2087.689378,2162.992335,2184.817339,2174.740254,2160.887223,
Isle of Man,IMN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,947.3,929.7,965.8,993.6,854.4,864.2,993.7,1036.6,1053.7,1134.8,1136.1,1107.8,1152.8,1074.5,1260.8,1198.7,1331.1,1370.2,1222.3,1350,1398.8,1346.4,1564.4,1563.8,1592.2,1585.4,1583.7,1775.8,1916.4,1891.2,1926.3,2024.8,2084.9,2115.5,2111.7,2181,2228.6,2248.4,2313.7,2294.2,2423.1,2187.3,2399.4,2350,2411.6,2446.5,2583.3,2637.9,2580.8,2676.4,2860.7,2963.5,2977.5,2966.4,2854,2995.1,3127.7,3278.1,3416.1,3383.4,3497.9,3566.6,
Not classified,INX,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,3141.5,3330.8,3125.6,2929.2,3111.2,3270,3563.8,4002.5,3920.2,3633.8,4090.2,3846.7,3690,4140.7,4070.2,3581.5,4920.8,4558.6,4778.7,4650.5,4771.1,5279.3,5035.9,6179.4,5238.2,5363,6286.3,6411,5996.3,6577.4,6521,6741.2,5728.1,5988.3,6578.7,7322,6297.1,6236.6,6985.7,7795.7,7580.9,6567.1,7100.7,8077.9,6904.7,7465.2,7188.8,7644.9,6887.1,7456.3,8441.5,6741.2,7802.1,8471.4,9008.2,8222.8,8783.6,6839.5,8505.2,7124.8,8606.5,8701.5,
"Iran, Islamic Rep.",IRN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,849.9,883.6,857.4,850.2,882.1,883.6,879.8,875.1,884.2,884.7,821.9,917.9,924.8,908,1052.9,1220.4,1143.4,1200.6,1234.9,1066.9,1020.9,1196.8,1092.8,1201.3,1223.3,1357,1302.7,1287.1,1140.3,1445.3,1611.5,1706.6,1773.4,1817.4,1909.1,1849.2,1857.3,2160.8,2049.7,1835.1,1932.6,2272.9,2383.4,2417.1,2301.2,2391.8,2454.3,1720.9,1997.2,2173.5,1713.7,1745.4,1847.1,2051.5,2231,2653.3,2058.3,2053.8,1981.7,1653,1635.2,1827,
Iraq,IRQ,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,905.8,951.4,787.8,747.8,808.9,780.2,830,1196.1,1142.8,1012.2,1078,1443.1,941.7,893,679.4,974.3,962.3,772.7,767.6,825.9,902.2,876.9,734.9,1015.9,985.1,821.2,891.7,1052.2,920.9,1061,799.6,755,706.1,792.5,801.2,899.7,799.9,864.8,590,363.2,692.7,1306.4,1209.8,1191.6,948.1,1329.2,1264.8,1403.5,1774.5,1697.1,1798.5,2318.9,2214.8,2048.1,2693.5,3075.3,2747.8,2675.8,2586.4,2582.3,2729.6,2902.1,
Iceland,ISL,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3186.8,3212.6,3523.8,2600,3590.9,4858,3120.8,2966.7,
Israel,ISR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1108,1160.1,1056.5,2044.4,1852.8,1052.7,2060.8,1481.3,1348.4,1186.3,1791.6,2642.5,2278,2353.8,2179.7,1790.8,1911.2,1530,1249.7,2316.6,1954.7,1669.5,3261.2,1638.9,2240.5,2460,3566.7,2846.6,2776.5,3486,2644.1,3266.9,3014.9,1885.6,3133.7,2797,1969.2,2470.1,1668.4,2443.3,2454.8,2689.5,3306.5,3066.7,2951.9,2398.5,2752.1,2438.8,3174.1,3037.6,3669.3,4299.5,4177.1,4910.1,4978.9,4834.9,3196.9,2461.7,3624.2,3834.1,3353.4,3201.2,
Italy,ITA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,2181.5,2225.3,2115.2,2243,2399.3,2399.8,2628.8,2527.1,2676.1,2754.7,2963.1,2926.8,2983,3157,3302,3206,3198.7,3437.5,3435,3521.1,3686.7,3585,3526.6,3927.2,3739.3,3855.4,3920.1,3807,3702.7,3944.9,4366.3,4707.4,4850.9,4675.3,4667.4,4948.3,4747.6,5078.2,5047.4,4993.9,4821.4,4959.2,4307.2,5444.4,5361.4,5316.1,5174,5353,5086.9,5322.5,5677.2,5315.1,5264.6,5717.5,5402.2,5599,5174.8,5350.8,5336.2,5626.5,5562.8,4750,
Jamaica,JAM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,868.3,1042.2,1105.7,1227.3,1244.8,1065.8,1221.2,932.9,1236.4,1368,1282.8,1106.2,1158,1552.6,1871.1,1844.4,2156.8,1699.7,1560.1,1785.2,1655.2,1569,1907.9,2041.5,1856.8,1359,1355.8,1603.1,1295.7,1115.7,1285.1,1493.5,1572.8,1405.8,1362.3,1374.5,1159.8,1149.6,1220.5,1146.8,1209.1,1179.8,1230.3,1185.4,1255.9,1228.9,1222.2,1294.2,1315.7,1266.9,1356.4,1282.8,1200.3,1138.7,1143.1,1090.1,1162.5,1148.5,1125.8,1114.3,1118,1163,
Jordan,JOR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,550.7,381.7,353.5,1010.7,1024.6,446.3,758.8,395.9,910.4,226.5,657.3,864.2,425.2,915.4,363.7,422.9,432.6,369.1,151.3,932.7,477.8,478.6,829.2,538.1,615.2,617.7,918.6,1010.6,914.5,1220,937.7,1197.5,1370.4,1246.9,1186.4,1325.3,899.7,1038.3,1841.8,1205.8,1097.8,1145.1,1237.2,966.3,1087.7,748.6,710.4,698.4,858.9,1355.9,1555,1323.1,1446.9,1315.9,1115.3,1274.9,1309.6,1221.7,1354.3,1858.1,1532,1195.4,
Japan,JPN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,4173.5,4339.6,4224,4318.4,4398.2,4509.3,5136.6,5227.3,5072.2,5125.4,4917,5507.2,5748.1,5630,5933.3,5276.2,5931.6,5897,5705.6,4843.2,5206.9,5308.4,5300.5,5957.7,5847.2,5898.9,5683.5,5469.2,5673.7,5846.3,5415.6,5876.7,4429.4,6448.7,6003.2,6154.5,6061.5,5809.5,5998.9,6256.6,6107,6085.5,5451,5942.3,6154,5852.4,6062.1,6262.4,5919.5,5853.7,6010.6,6248.5,6281.5,6325.1,6316.7,6253.4,6284.5,6404.7,6546.7,6472.9,6787.3,6273,
Kazakhstan,KAZ,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.4,988.5,839.3,580.7,722.5,876.1,561.1,1303.8,942.5,1216.6,1145.7,1077.5,884.3,998.2,1170.9,1326.9,1011.3,1253.1,804.1,1688.6,865,1164.9,1172.7,1278.1,1347.7,1355,1366,1155.2,1287.7,1048.8,1377.2,
Kenya,KEN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1244.7,1206.7,1249.7,1199.6,1143,1139.9,1235.3,1286.7,1303,1278.2,1270.2,1286.5,1306.3,1352.2,1396.8,1582.8,1550.8,1409.5,1282.7,1241.7,1561.6,1962.7,1675.9,1343.1,1633.8,1886.2,1568.5,1745.6,1723,1561.8,1712.4,1661.1,1461.2,1918.2,1753.1,1402.6,1397.2,1590,1427.7,1375,1639.6,1488.3,1594,1805.7,1646.1,1646.4,1773.1,1417.5,1242.8,1710.1,1514.6,1744.8,1661.5,1583.4,1772.7,1383.1,1426,1709.2,1608,1842.6,1487.7,1448.5,
Kyrgyz Republic,KGZ,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2782.6,2471.6,1813.2,1630.8,2158.2,2373,2493.5,2483.6,2669.3,2866.9,2665.4,2774.2,2876.5,2677.9,2550.6,2512.9,2380.2,3034.2,2610.5,2603.1,2367.1,2904,2276.3,2999,3104.2,3093.4,3162.2,3233.9,3260.4,2334.9,3249.4,
Cambodia,KHM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1126.5,917.8,1194.7,1183.7,1063.9,1106.1,1219.9,1397.2,1280.7,1589.8,1445.5,1378.9,1285.1,1146.3,1199,1113.7,1016.9,1014.1,716.1,1179.8,1123.4,1193.3,1253.5,1281.1,1239.3,1371.7,1314.2,1355.2,1427.2,1362.1,1390.6,1315.9,1301.2,1481.1,1778.9,1800.9,1761.4,1777,1933.5,2133.6,2092.6,1922,2160.6,2024.8,2508.7,2533.1,2677.3,2804.8,2938.6,3015.7,3021.5,3177.8,3213.4,3095.7,3088.8,3266.5,3438.6,3507.8,3415.2,3426.5,3565.6,3654,
Kiribati,KIR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,3197.2,2794.1,2928,3248.8,3036.7,3537,3265.4,3190.6,3764.8,3720,3871.7,3885,4056.9,4077.1,4407.1,4859.6,5239.7,5667.6,5727.9,4055.9,5173.4,5416.6,5529.1,5715.7,5798.5,5876.2,5585,6142,6086,5853,5639,5937.6,5322.1,5872.1,5765.3,6403.1,6602.9,6030.7,6314.1,6379.5,6465.6,6017.1,5786.9,6427,6302.3,6299.9,6035.3,6630,6745.3,6202.2,6292.7,6135.8,6479.2,6618,6814.9,6792.7,6678.5,6607.2,6538.2,6211.9,6826.1,6603.1,
Kuwait,KWT,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,1500,1666.7,2000,2000,2000,2666.7,2250,2000,2133.3,2076.9,2977.3,3125,3188.4,3059.3,3060.6,3046.9,3019.5,5260.6,5672.1,5552.8,5274.7,3577.4,3652.7,2930.3,5939.1,4602.3,9148.1,6738.8,6496.2,6118.4,4922.3,4470,5611.2,5844,7329.6,10253.4,6188.9,6423.2,8717.7,10498.9,9235.8,7977.4,10805.8,14171.5,13782.5,17975.1,21865.5,6542.5,5220.5,5656.2,10483.2,17625.4,15627.2,14434.6,13526.4,
Latin America & Caribbean (excluding high income),LAC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1278.721239,1344.580354,1314.465183,1389.518937,1364.850941,1363.669607,1432.092238,1345.359924,1418.530314,1535.398532,1495.604821,1442.784935,1619.913914,1665.275239,1632.935162,1644.174268,1690.528493,1714.293314,1718.783186,1793.969182,1998.863451,1985.251354,1982.802487,2089.961496,2133.140435,2018.568302,2081.005922,2065.122315,2069.416451,2055.181393,2102.776427,2387.669711,2494.680542,2390.0542,2524.892522,2467.788513,2619.163176,2803.984747,2771.674265,2811.157947,3008.222501,2897.109677,3154.029079,3135.382778,3152.190039,3210.49452,3507.906604,3630.668485,3299.998173,3823.525443,3771.965472,3942.152608,4140.160958,4146.564494,4341.779179,4154.521251,4676.024322,4331.66365,4843.945536,4707.790249,4414.611033,4589.545628,
Lao PDR,LAO,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,884.1,877.1,877,812.5,819.5,820.8,855.2,1188.1,1357.6,1365.7,1229.9,1240.6,1338.7,1327.9,1343.8,1248.6,1242.3,1241.7,1252.4,1422.3,1530.2,1466.8,1563.9,1982,2069.2,2221.2,2192.9,1873.7,2311.1,2268,2186.6,2611,2242.8,2555.2,2492.7,2523.3,2719.1,2687.6,2899.8,3017.7,3094.4,3244.5,3116.7,3261.4,3577.2,3634.4,3837.3,4015.5,4170.1,3831.5,4043.3,4081.7,4195.6,4507.8,4608.2,4626.7,4497.7,4504.2,4317.6,3993,4158.2,4454.2,
Lebanon,LBN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1067.5,1163.1,1161.9,956,829.8,1067.2,1072.4,746.6,801,932.8,871.5,1222.1,1073.6,1416.5,1253,967,1123.1,1023.5,913.5,1168.9,1261.5,1252.9,1128.4,1192.5,1338.9,1501.5,1824.6,1838.9,1960.8,1878.3,2024.9,2099.9,2154.6,2067.9,2568.9,2449.7,1639.1,1943.3,1738.3,2414.9,2911.7,2467.5,2372,2727.6,2703.1,2684.8,2189.7,2687.7,2618.9,2624.9,2763.2,2889.3,2981.4,3386,3268.6,3155.5,2898.5,2970.1,2940.6,3100,2178.2,2415.3,
Liberia,LBR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,575,571.4,523,509.8,525.3,1060.2,1059.7,1085.7,1108.8,1233.8,1234.6,1235.3,1236.3,1233.8,1199,1225,1242.7,1257.7,1238.8,1233.5,1281,1352.4,1230.3,1286.7,1252.5,1235.5,1262.3,1276.6,1166.1,1028.6,909.1,916.7,1083.3,1111.1,1124,1249.3,1245.6,1293.4,1277.2,1278,1115.4,916.7,833.3,916.7,1290,1261.5,1448.8,1553.4,1183.5,1178.6,1173.1,1285.3,1250.1,1172,1129.1,1073.2,1059.5,1083.6,1128.2,1148.1,1051.9,1120.6,
Libya,LBY,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,214.7,221,255.3,235,341.9,319.9,292.4,242.3,326,219.6,229.8,581.1,627.1,398,472.4,463,286.8,435.4,351.7,386.9,550.2,769.6,756.9,579.9,595,672.1,620.8,659.9,665.7,674.5,701,702.1,696.5,676.2,679.1,678,836.9,705.7,652.1,637.7,619.4,632.3,620,620,622.8,622.6,623,621.7,634.1,669.9,664.5,681.4,663.8,666.8,665.3,669.9,676,680.5,668.8,668.7,669.4,669.9,
St. Lucia,LCA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1250,1250,1250,1500,1250,1500,1500,961.5,892.9,840,714.3,750,632.7,700,700,700,700,700,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
